Namesch,Code,GRADE,Gender,Date ,Math,English,Mhw ,Mcomp,Mgrade,MConseq,Ehw,Ecomp,Egrade,Econseq,Comments
6,0057,4,M,2/15/2016,1,1,,,C,2,,,C,2,
6,0031,0002,F,2/16/2016,2,2,7,,,2,7,,,2,
6,0032,0002,F,2/16/2016,2,2,7,,,2,7,,,2,
6,0033,0002,F,2/16/2016,2,2,7,,,2,7,,,2,
6,0034,0002,F,2/16/2016,2,2,7,,,2,7,,,2,
6,0035,0002,F,2/16/2016,2,2,7,,,2,7,,,2,
6,0036,0002,M,2/16/2016,2,2,7,,,2,7,,,2,
6,0037,0002,M,2/16/2016,2,2,7,,,2,7,,,2,
6,0038,0002,M,2/16/2016,2,2,7,,,2,7,,,2,
6,0039,0002,M,2/16/2016,2,2,7,,,2,7,,,2,
6,0040,0002,M,2/16/2016,2,2,7,,,2,7,,,2,
6,0041,0002,M,2/16/2016,2,2,7,,,2,7,,,2,
6,0042,0002,M,2/16/2016,2,2,7,,,2,7,,,2,
6,0043,4,F,2/16/2016,1,1,,,A,2,,,A,2,
6,0044,4,F,2/16/2016,1,1,,,E,2,,,C,2,
6,0045,4,F,2/16/2016,1,1,5,,,2,5,,,2,
6,0046,4,M,2/16/2016,1,1,5,,,2,5,,,2,
6,0047,4,M,2/16/2016,1,1,5,,,2,5,,,2,
6,0048,4,M,2/16/2016,1,1,5,,,2,5,,,2,
6,0049,4,M,2/16/2016,1,1,5,,,2,5,,,2,
6,0050,4,M,2/16/2016,1,1,5,,,2,5,,,2,
6,0051,4,M,2/16/2016,1,1,5,,,2,5,,,2,
6,0052,4,M,2/16/2016,1,1,,,C,2,,,B,2,
6,0053,4,M,2/16/2016,1,1,,,A,2,,,A,2,
6,0054,4,M,2/16/2016,1,1,,,A,2,,,A,2,
6,0055,4,M,2/16/2016,1,1,,,B,2,,,A,2,
6,0056,4,M,2/16/2016,1,1,5,,,2,5,,,2,
6,0057,4,M,2/16/2016,1,1,,,C,2,,,B,2,
6,0031,0002,F,2/17/2016,2,2,7,,,2,7,,,2,
6,0032,0002,F,2/17/2016,2,2,7,,,2,7,,,2,
6,0033,0002,F,2/17/2016,2,2,7,,,2,7,,,2,
6,0034,0002,F,2/17/2016,2,2,7,,,2,7,,,2,
6,0035,0002,F,2/17/2016,2,2,7,,,2,7,,,2,
6,0036,0002,M,2/17/2016,2,2,7,,,2,7,,,2,
6,0037,0002,M,2/17/2016,2,2,7,,,2,7,,,2,
6,0038,0002,M,2/17/2016,2,2,7,,,2,7,,,2,
6,0039,0002,M,2/17/2016,2,2,7,,,2,7,,,2,
6,0040,0002,M,2/17/2016,2,2,7,,,2,7,,,2,
6,0041,0002,M,2/17/2016,2,2,7,,,2,7,,,2,
6,0042,0002,M,2/17/2016,2,2,7,,,2,7,,,2,
6,0043,4,F,2/17/2016,2,2,7,,,2,7,,,2,
6,0044,4,F,2/17/2016,2,2,7,,,2,7,,,2,
6,0045,4,F,2/17/2016,2,2,7,,,2,7,,,2,
6,0046,4,M,2/17/2016,2,2,7,,,2,7,,,2,
6,0047,4,M,2/17/2016,2,2,7,,,2,7,,,2,
6,0048,4,M,2/17/2016,2,2,7,,,2,7,,,2,
6,0049,4,M,2/17/2016,2,2,7,,,2,7,,,2,
6,0050,4,M,2/17/2016,2,2,7,,,2,7,,,2,
6,0051,4,M,2/17/2016,2,2,7,,,2,7,,,2,
6,0052,4,M,2/17/2016,2,2,7,,,2,7,,,2,
6,0053,4,M,2/17/2016,2,2,7,,,2,7,,,2,
6,0054,4,M,2/17/2016,2,2,7,,,2,7,,,2,
6,0055,4,M,2/17/2016,2,2,7,,,2,7,,,2,
6,0056,4,M,2/17/2016,2,2,7,,,2,7,,,2,
6,0057,4,M,2/17/2016,2,2,7,,,2,7,,,2,
6,0031,0002,F,2/18/2016,2,2,7,,,2,7,,,2,
6,0032,0002,F,2/18/2016,2,2,7,,,2,7,,,2,
6,0033,0002,F,2/18/2016,2,2,7,,,2,7,,,2,
6,0034,0002,F,2/18/2016,2,2,7,,,2,7,,,2,
6,0035,0002,F,2/18/2016,2,2,7,,,2,7,,,2,
6,0036,0002,M,2/18/2016,2,2,7,,,2,7,,,2,
6,0037,0002,M,2/18/2016,2,2,7,,,2,7,,,2,
6,0038,0002,M,2/18/2016,2,2,7,,,2,7,,,2,
6,0039,0002,M,2/18/2016,2,2,7,,,2,7,,,2,
6,0040,0002,M,2/18/2016,2,2,7,,,2,7,,,2,
6,0041,0002,M,2/18/2016,2,2,7,,,2,7,,,2,
6,0042,0002,M,2/18/2016,2,2,7,,,2,7,,,2,
6,0043,4,F,2/18/2016,1,1,5,,,2,5,,,2,
6,0044,4,F,2/18/2016,1,1,,,B,2,,,C,2,
6,0045,4,F,2/18/2016,1,1,5,,,2,5,,,2,
6,0046,4,M,2/18/2016,1,1,5,,,2,5,,,2,
6,0047,4,M,2/18/2016,1,1,,,B,2,,,A,2,
6,0048,4,M,2/18/2016,1,1,5,,,2,5,,,2,
6,0049,4,M,2/18/2016,1,1,5,,,2,5,,,2,
6,0050,4,M,2/18/2016,1,1,5,,,2,5,,,2,
6,0051,4,M,2/18/2016,1,1,5,,,2,5,,,2,
6,0052,4,M,2/18/2016,1,1,,,B,2,,,C,2,
6,0053,4,M,2/18/2016,1,1,,,A,2,,,A,2,
6,0054,4,M,2/18/2016,1,1,,,A,2,,,A,2,
6,0055,4,M,2/18/2016,1,1,,,A,2,,,B,2,
6,0056,4,M,2/18/2016,1,1,,,A,2,,,B,2,
6,0057,4,M,2/18/2016,1,1,,,B,2,,,B,2,Comments
6,0031,0002,F,2/19/2016,2,2,7,,,2,7,,,2,
6,0032,0002,F,2/19/2016,2,2,7,,,2,7,,,2,
6,0033,0002,F,2/19/2016,2,2,7,,,2,7,,,2,
6,0034,0002,F,2/19/2016,2,2,7,,,2,7,,,2,
6,0035,0002,F,2/19/2016,2,2,7,,,2,7,,,2,
6,0036,0002,M,2/19/2016,2,2,7,,,2,7,,,2,
6,0037,0002,M,2/19/2016,2,2,7,,,2,7,,,2,
6,0038,0002,M,2/19/2016,2,2,7,,,2,7,,,2,
6,0039,0002,M,2/19/2016,2,2,7,,,2,7,,,2,
6,0040,0002,M,2/19/2016,2,2,7,,,2,7,,,2,
6,0041,0002,M,2/19/2016,2,2,7,,,2,7,,,2,
6,0042,0002,M,2/19/2016,2,2,7,,,2,7,,,2,
6,0043,4,F,2/19/2016,2,2,7,,,2,7,,,2,
6,0044,4,F,2/19/2016,2,2,7,,,2,7,,,2,
6,0045,4,F,2/19/2016,2,2,7,,,2,7,,,2,
6,0046,4,M,2/19/2016,2,2,7,,,2,7,,,2,
6,0047,4,M,2/19/2016,2,2,7,,,2,7,,,2,
6,0048,4,M,2/19/2016,2,2,7,,,2,7,,,2,
6,0049,4,M,2/19/2016,2,2,7,,,2,7,,,2,
6,0050,4,M,2/19/2016,2,2,7,,,2,7,,,2,
6,0051,4,M,2/19/2016,2,2,7,,,2,7,,,2,
6,0052,4,M,2/19/2016,2,2,7,,,2,7,,,2,
6,0053,4,M,2/19/2016,2,2,7,,,2,7,,,2,
6,0054,4,M,2/19/2016,2,2,7,,,2,7,,,2,
6,0055,4,M,2/19/2016,2,2,7,,,2,7,,,2,
6,0056,4,M,2/19/2016,2,2,7,,,2,7,,,2,
6,0057,4,M,2/19/2016,2,2,7,,,2,7,,,2,
6,0031,0002,F,2/22/2016,2,2,7,,,2,7,,,2,
6,0032,0002,F,2/22/2016,2,2,7,,,2,7,,,2,
6,0033,0002,F,2/22/2016,2,2,7,,,2,7,,,2,
6,0034,0002,F,2/22/2016,2,2,7,,,2,7,,,2,
6,0035,0002,F,2/22/2016,2,2,7,,,2,7,,,2,
6,0036,0002,M,2/22/2016,2,2,7,,,2,7,,,2,
6,0037,0002,M,2/22/2016,2,2,7,,,2,7,,,2,
6,0038,0002,M,2/22/2016,2,2,7,,,2,7,,,2,
6,0039,0002,M,2/22/2016,2,2,7,,,2,7,,,2,
6,0040,0002,M,2/22/2016,2,2,7,,,2,7,,,2,
6,0041,0002,M,2/22/2016,2,2,7,,,2,7,,,2,
6,0042,0002,M,2/22/2016,2,2,7,,,2,7,,,2,
6,0043,4,F,2/22/2016,2,2,7,,,2,7,,,2,
6,0044,4,F,2/22/2016,2,2,7,,,2,7,,,2,
6,0045,4,F,2/22/2016,2,2,7,,,2,7,,,2,
6,0046,4,M,2/22/2016,2,2,7,,,2,7,,,2,
6,0047,4,M,2/22/2016,2,2,7,,,2,7,,,2,
6,0048,4,M,2/22/2016,2,2,7,,,2,7,,,2,
6,0049,4,M,2/22/2016,2,2,7,,,2,7,,,2,
6,0050,4,M,2/22/2016,2,2,7,,,2,7,,,2,
6,0051,4,M,2/22/2016,2,2,7,,,2,7,,,2,
6,0052,4,M,2/22/2016,2,2,7,,,2,7,,,2,
6,0053,4,M,2/22/2016,2,2,7,,,2,7,,,2,
6,0054,4,M,2/22/2016,2,2,7,,,2,7,,,2,
6,0055,4,M,2/22/2016,2,2,7,,,2,7,,,2,
6,0056,4,M,2/22/2016,2,2,7,,,2,7,,,2,
6,0057,4,M,2/22/2016,2,2,7,,,2,7,,,2,
6,0031,0002,F,2/23/2016,2,2,7,,,2,7,,,2,
6,0032,0002,F,2/23/2016,2,2,7,,,2,7,,,2,
6,0033,0002,F,2/23/2016,2,2,7,,,2,7,,,2,
6,0034,0002,F,2/23/2016,2,2,7,,,2,7,,,2,
6,0035,0002,F,2/23/2016,2,2,7,,,2,7,,,2,
6,0036,0002,M,2/23/2016,2,2,7,,,2,7,,,2,
6,0037,0002,M,2/23/2016,2,2,7,,,2,7,,,2,
6,0038,0002,M,2/23/2016,2,2,7,,,2,7,,,2,
6,0039,0002,M,2/23/2016,2,2,7,,,2,7,,,2,
6,0040,0002,M,2/23/2016,2,2,7,,,2,7,,,2,
6,0041,0002,M,2/23/2016,2,2,7,,,2,7,,,2,
6,0042,0002,M,2/23/2016,2,2,7,,,2,7,,,2,
6,0043,4,F,2/23/2016,2,2,7,,,2,7,,,2,
6,0044,4,F,2/23/2016,2,2,7,,,2,7,,,2,
6,0045,4,F,2/23/2016,2,2,7,,,2,7,,,2,
6,0046,4,M,2/23/2016,2,2,7,,,2,7,,,2,
6,0047,4,M,2/23/2016,2,2,7,,,2,7,,,2,
6,0048,4,M,2/23/2016,2,2,7,,,2,7,,,2,
6,0049,4,M,2/23/2016,2,2,7,,,2,7,,,2,
6,0050,4,M,2/23/2016,2,2,7,,,2,7,,,2,
6,0051,4,M,2/23/2016,2,2,7,,,2,7,,,2,
6,0052,4,M,2/23/2016,2,2,7,,,2,7,,,2,
6,0053,4,M,2/23/2016,2,2,7,,,2,7,,,2,
6,0054,4,M,2/23/2016,2,2,7,,,2,7,,,2,
6,0055,4,M,2/23/2016,2,2,7,,,2,7,,,2,
6,0056,4,M,2/23/2016,2,2,7,,,2,7,,,2,
6,0057,4,M,2/23/2016,2,2,7,,,2,7,,,2,
6,0031,0002,F,2/24/2016,1,1,1,4,,2,1,4,,2,
6,0032,0002,F,2/24/2016,1,1,1,4,,2,1,4,,2,
6,0033,0002,F,2/24/2016,1,1,6,,,2,6,,,2,
6,0034,0002,F,2/24/2016,1,1,5,,,2,5,,,2,
6,0035,0002,F,2/24/2016,1,1,1,3,,2,1,4,,2,
6,0036,0002,M,2/24/2016,1,1,5,,,2,5,,,2,
6,0037,0002,M,2/24/2016,1,1,5,,,2,5,,,2,
6,0038,0002,M,2/24/2016,1,1,1,4,,2,1,4,,2,
6,0039,0002,M,2/24/2016,1,1,1,4,,2,1,3,,2,
6,0040,0002,M,2/24/2016,1,1,1,4,,2,1,4,,2,
6,0041,0002,M,2/24/2016,1,1,5,,,2,5,,,2,
6,0042,0002,M,2/24/2016,1,1,5,,,2,5,,,2,
6,0043,4,F,2/24/2016,1,1,5,,,2,5,,,2,
6,0044,4,F,2/24/2016,1,1,,,B,2,,,B,2,
6,0045,4,F,2/24/2016,1,1,5,,,2,5,,,2,
6,0046,4,M,2/24/2016,1,1,5,,,2,5,,,2,
6,0047,4,M,2/24/2016,1,1,,,A,2,,,A,2,
6,0048,4,M,2/24/2016,1,1,,,A,2,,,A,2,
6,0049,4,M,2/24/2016,1,1,,,A,2,,,B,2,
6,0050,4,M,2/24/2016,1,1,,,A,2,,,B,2,
6,0051,4,M,2/24/2016,1,1,,,A,2,,,C,2,
6,0052,4,M,2/24/2016,1,1,5,,,2,5,,,2,
6,0053,4,M,2/24/2016,1,1,,,B,2,,,B,2,
6,0054,4,M,2/24/2016,1,1,,,B,2,,,A,2,
6,0055,4,M,2/24/2016,1,1,,,A,2,,,B,2,
6,0056,4,M,2/24/2016,1,1,,,A,2,,,B,2,
6,0057,4,M,2/24/2016,1,1,,,B,2,,,C,2,
6,0031,0002,F,2/25/2016,1,2,1,4,,2,7,,,2,
6,0032,0002,F,2/25/2016,1,2,1,4,,2,7,,,2,
6,0033,0002,F,2/25/2016,1,2,5,,,2,7,,,2,Didn’t understand
6,0034,0002,F,2/25/2016,1,2,5,,,2,7,,,2,
6,0035,0002,F,2/25/2016,1,2,5,,,2,7,,,2,Forgot books home
6,0036,0002,M,2/25/2016,1,2,5,,,2,7,,,2,
6,0037,0002,M,2/25/2016,1,2,5,,,2,7,,,2,
6,0038,0002,M,2/25/2016,1,2,1,3,,2,7,,,2,
6,0039,0002,M,2/25/2016,1,2,1,3,,2,7,,,2,
6,0040,0002,M,2/25/2016,1,2,1,3,,2,7,,,2,
6,0041,0002,M,2/25/2016,1,2,5,,,2,7,,,2,
6,0042,0002,M,2/25/2016,1,2,5,,,2,7,,,2,
6,0043,4,F,2/25/2016,1,1,,,C,2,,,C,2,
6,0044,4,F,2/25/2016,1,1,,,E,2,,,D,2,
6,0045,4,F,2/25/2016,1,1,,,C,2,,,C,2,
6,0046,4,M,2/25/2016,1,1,6,,,2,6,,,2,
6,0047,4,M,2/25/2016,1,1,,,A,2,,,A,2,
6,0048,4,M,2/25/2016,1,1,,,C,2,,,B,2,
6,0049,4,M,2/25/2016,1,1,,,D,2,,,B,2,
6,0050,4,M,2/25/2016,1,1,,,E,2,,,C,2,
6,0051,4,M,2/25/2016,1,1,,,B,2,,,B,2,
6,0052,4,M,2/25/2016,1,1,,,B,2,,,B,2,
6,0053,4,M,2/25/2016,1,1,,,C,2,,,B,2,
6,0054,4,M,2/25/2016,1,1,,,A,2,,,A,2,
6,0055,4,M,2/25/2016,1,1,,,C,2,,,C,2,
6,0056,4,M,2/25/2016,1,1,,,C,2,,,C,2,
6,0057,4,M,2/25/2016,1,1,,,C,2,,,C,2,Comments
6,0031,0002,F,2/26/2016,1,1,1,3,,2,5,,,2,
6,0032,0002,F,2/26/2016,1,1,1,3,,2,5,,,2,
6,0033,0002,F,2/26/2016,1,1,1,3,,2,1,4,,2,
6,0034,0002,F,2/26/2016,1,1,1,3,,2,1,3,,2,
6,0035,0002,F,2/26/2016,1,1,1,3,,2,1,3,,2,
6,0036,0002,M,2/26/2016,1,1,1,3,,2,1,3,,2,
6,0037,0002,M,2/26/2016,1,1,1,3,,2,5,,,2,Didn't understand
6,0038,0002,M,2/26/2016,1,1,1,3,,2,2,4,,2,
6,0039,0002,M,2/26/2016,1,1,1,3,,2,1,3,,2,
6,0040,0002,M,2/26/2016,1,1,1,3,,2,1,3,,2,
6,0041,0002,M,2/26/2016,1,1,1,3,,2,1,3,,2,
6,0042,0002,M,2/26/2016,1,1,1,3,,2,2,3,,2,
6,0043,4,F,2/26/2016,2,1,7,,,2,5,,,2,
6,0044,4,F,2/26/2016,2,1,7,,,2,,,C,2,
6,0045,4,F,2/26/2016,2,1,7,,,2,5,,,2,
6,0046,4,M,2/26/2016,2,1,7,,,2,,,C,2,
6,0047,4,M,2/26/2016,2,1,7,,,2,,,A,2,
6,0048,4,M,2/26/2016,2,1,7,,,2,5,,,2,
6,0049,4,M,2/26/2016,2,1,7,,,2,5,,,2,
6,0050,4,M,2/26/2016,2,1,7,,,2,,,C,2,
6,0051,4,M,2/26/2016,2,1,7,,,2,5,,,2,
6,0052,4,M,2/26/2016,2,1,7,,,2,,,B,2,
6,0053,4,M,2/26/2016,2,1,7,,,2,,,A,2,
6,0054,4,M,2/26/2016,2,1,7,,,2,,,A,2,
6,0055,4,M,2/26/2016,2,1,7,,,2,,,C,2,
6,0056,4,M,2/26/2016,2,1,7,,,2,,,B,2,
6,0057,4,M,2/26/2016,2,1,7,,,2,,,C,2,
6,0031,0002,F,2/29/2016,1,1,1,4,,2,1,4,,2,
6,0032,0002,F,2/29/2016,1,1,1,4,,2,2,3,,2,
6,0033,0002,F,2/29/2016,1,1,1,4,,2,1,4,,2,
6,0034,0002,F,2/29/2016,1,1,5,,,2,5,,,2,
6,0035,0002,F,2/29/2016,1,1,5,,,2,5,,,2,
6,0036,0002,M,2/29/2016,1,1,6,,,2,6,,,2,
6,0037,0002,M,2/29/2016,1,1,1,4,,2,1,4,,2,
6,0038,0002,M,2/29/2016,1,1,1,4,,2,1,4,,2,
6,0039,0002,M,2/29/2016,1,1,1,4,,2,2,4,,2,
6,0040,0002,M,2/29/2016,1,1,1,4,,2,1,4,,2,
6,0041,0002,M,2/29/2016,1,1,1,4,,2,1,4,,2,
6,0042,0002,M,2/29/2016,1,1,1,4,,2,5,,,2,
6,0043,4,F,2/29/2016,2,2,7,,,2,7,,,2,
6,0044,4,F,2/29/2016,2,2,7,,,2,7,,,2,
6,0045,4,F,2/29/2016,2,2,7,,,2,7,,,2,
6,0046,4,M,2/29/2016,2,2,7,,,2,7,,,2,
6,0047,4,M,2/29/2016,2,2,7,,,2,7,,,2,
6,0048,4,M,2/29/2016,2,2,7,,,2,7,,,2,
6,0049,4,M,2/29/2016,2,2,7,,,2,7,,,2,
6,0050,4,M,2/29/2016,2,2,7,,,2,7,,,2,
6,0051,4,M,2/29/2016,2,2,7,,,2,7,,,2,
6,0052,4,M,2/29/2016,2,2,7,,,2,7,,,2,
6,0053,4,M,2/29/2016,2,2,7,,,2,7,,,2,
6,0054,4,M,2/29/2016,2,2,7,,,2,7,,,2,
6,0055,4,M,2/29/2016,2,2,7,,,2,7,,,2,
6,0056,4,M,2/29/2016,2,2,7,,,2,7,,,2,
6,0057,4,M,2/29/2016,2,2,7,,,2,7,,,2,
6,0031,0002,F,3/1/2016,1,2,1,4,,2,7,,,2,
6,0032,0002,F,3/1/2016,1,2,1,4,,2,7,,,2,
6,0033,0002,F,3/1/2016,1,2,5,,,2,7,,,2,
6,0034,0002,F,3/1/2016,1,2,1,4,,2,7,,,2,
6,0035,0002,F,3/1/2016,1,2,4,4,,2,7,,,2,
6,0036,0002,M,3/1/2016,1,2,1,4,,2,7,,,2,
6,0037,0002,M,3/1/2016,1,2,5,,,2,7,,,2,
6,0038,0002,M,3/1/2016,1,2,1,4,,2,7,,,2,
6,0039,0002,M,3/1/2016,1,2,1,4,,2,7,,,2,
6,0040,0002,M,3/1/2016,1,2,1,4,,2,7,,,2,
6,0041,0002,M,3/1/2016,1,2,1,4,,2,7,,,2,
6,0042,0002,M,3/1/2016,1,2,5,,,2,7,,,2,
6,0043,4,F,3/1/2016,1,1,,,C,2,,,C,2,
6,0044,4,F,3/1/2016,1,1,,,B,2,,,B,2,
6,0045,4,F,3/1/2016,1,1,5,,,2,5,,,2,
6,0046,4,M,3/1/2016,1,1,5,,,2,5,,,2,
6,0047,4,M,3/1/2016,1,1,,,A,2,,,A,2,
6,0048,4,M,3/1/2016,1,1,,,B,2,,,C,2,
6,0049,4,M,3/1/2016,1,1,5,,,2,5,,,2,
6,0050,4,M,3/1/2016,1,1,5,,,2,5,,,2,
6,0051,4,M,3/1/2016,1,1,5,,,2,5,,,2,
6,0052,4,M,3/1/2016,1,1,,,B,2,,,C,2,
6,0053,4,M,3/1/2016,1,1,,,A,2,,,A,2,
6,0054,4,M,3/1/2016,1,1,,,B,2,,,A,2,
6,0055,4,M,3/1/2016,1,1,,,A,2,,,A,2,
6,0056,4,M,3/1/2016,1,1,,,C,2,,,C,2,
6,0057,4,M,3/1/2016,1,1,,,B,2,,,B,2,
6,0031,0002,F,3/2/2016,1,1,1,4,,2,1,4,,2,
6,0032,0002,F,3/2/2016,1,1,5,,,2,5,,,2,
6,0033,0002,F,3/2/2016,1,1,1,4,,2,1,3,,2,
6,0034,0002,F,3/2/2016,1,1,1,4,,2,1,3,,2,
6,0035,0002,F,3/2/2016,1,1,5,,,2,5,,,2,
6,0036,0002,M,3/2/2016,1,1,1,3,,2,1,4,,2,
6,0037,0002,M,3/2/2016,1,1,1,3,,2,1,4,,2,
6,0038,0002,M,3/2/2016,1,1,1,3,,2,1,4,,2,
6,0039,0002,M,3/2/2016,1,1,1,3,,2,1,4,,2,
6,0040,0002,M,3/2/2016,1,1,1,3,,2,1,4,,2,
6,0041,0002,M,3/2/2016,1,1,1,3,,2,1,4,,2,
6,0042,0002,M,3/2/2016,1,1,5,,,2,5,,,2,
6,0043,4,F,3/2/2016,1,1,5,,,2,5,,,2,
6,0044,4,F,3/2/2016,1,1,,,B,2,,,B,2,
6,0045,4,F,3/2/2016,1,1,5,,,2,5,,,2,
6,0046,4,M,3/2/2016,1,1,5,,,2,5,,,2,
6,0047,4,M,3/2/2016,1,1,,,A,2,,,B,2,
6,0048,4,M,3/2/2016,1,1,5,,,2,5,,,2,
6,0049,4,M,3/2/2016,1,1,5,,,2,5,,,2,
6,0050,4,M,3/2/2016,1,1,5,,,2,5,,,2,
6,0051,4,M,3/2/2016,1,1,,,B,2,,,B,2,
6,0052,4,M,3/2/2016,1,1,,,C,2,,,B,2,
6,0053,4,M,3/2/2016,1,1,,,B,2,,,B,2,
6,0054,4,M,3/2/2016,1,1,,,A,2,,,A,2,
6,0055,4,M,3/2/2016,1,1,,,C,2,,,B,2,
6,0056,4,M,3/2/2016,1,1,,,B,2,,,B,2,
6,0057,4,M,3/2/2016,1,1,,,C,2,,,C,2,Comments
6,0031,0002,F,3/3/2016,1,1,7,,,2,7,,,2,
6,0032,0002,F,3/3/2016,2,2,7,,,2,7,,,2,
6,0033,0002,F,3/3/2016,2,2,7,,,2,7,,,2,
6,0034,0002,F,3/3/2016,2,2,7,,,2,7,,,2,
6,0035,0002,F,3/3/2016,2,2,7,,,2,7,,,2,
6,0036,0002,M,3/3/2016,2,2,7,,,2,7,,,2,
6,0037,0002,M,3/3/2016,2,2,7,,,2,7,,,2,
6,0038,0002,M,3/3/2016,2,2,7,,,2,7,,,2,
6,0039,0002,M,3/3/2016,2,2,7,,,2,7,,,2,
6,0040,0002,M,3/3/2016,2,2,7,,,2,7,,,2,
6,0041,0002,M,3/3/2016,2,2,7,,,2,7,,,2,
6,0042,0002,M,3/3/2016,2,2,7,,,2,7,,,2,
6,0043,4,F,3/3/2016,2,2,7,,,2,7,,,2,
6,0044,4,F,3/3/2016,2,2,7,,,2,7,,,2,
6,0045,4,F,3/3/2016,2,2,7,,,2,7,,,2,
6,0046,4,M,3/3/2016,2,2,7,,,2,7,,,2,
6,0047,4,M,3/3/2016,2,2,7,,,2,7,,,2,
6,0048,4,M,3/3/2016,2,2,7,,,2,7,,,2,
6,0049,4,M,3/3/2016,2,2,7,,,2,7,,,2,
6,0050,4,M,3/3/2016,2,2,7,,,2,7,,,2,
6,0051,4,M,3/3/2016,2,2,7,,,2,7,,,2,
6,0052,4,M,3/3/2016,2,2,7,,,2,7,,,2,
6,0053,4,M,3/3/2016,2,2,7,,,2,7,,,2,
6,0054,4,M,3/3/2016,2,2,7,,,2,7,,,2,
6,0055,4,M,3/3/2016,2,2,7,,,2,7,,,2,
6,0056,4,M,3/3/2016,2,2,7,,,2,7,,,2,Comments
6,0057,4,M,3/3/2016,2,2,7,,,2,7,,,2,
6,0031,0002,F,3/4/2016,1,1,1,3,,2,1,4,,2,
6,0032,0002,F,3/4/2016,1,1,1,3,,2,1,3,,2,
6,0033,0002,F,3/4/2016,1,1,1,3,,2,1,3,,2,
6,0034,0002,F,3/4/2016,1,1,2,3,,2,1,3,,2,
6,0035,0002,F,3/4/2016,1,1,5,,,2,2,4,,2,
6,0036,0002,M,3/4/2016,1,1,1,4,,2,1,3,,2,
6,0037,0002,M,3/4/2016,1,1,1,4,,2,5,,,2,
6,0038,0002,M,3/4/2016,1,1,5,,,2,4,4,,2,
6,0039,0002,M,3/4/2016,1,1,1,3,,2,1,4,,2,
6,0040,0002,M,3/4/2016,1,1,1,3,,2,1,3,,2,
6,0041,0002,M,3/4/2016,1,1,5,,,2,2,3,,2,
6,0042,0002,M,3/4/2016,1,1,5,,,2,5,,,2,
6,0043,4,F,3/4/2016,1,1,,,B,2,,,C,2,
6,0044,4,F,3/4/2016,1,1,,,B,2,,,C,2,
6,0045,4,F,3/4/2016,1,1,5,,,2,5,,,2,
6,0046,4,M,3/4/2016,1,1,,,B,2,,,C,2,
6,0047,4,M,3/4/2016,1,1,,,B,2,,,A,2,
6,0048,4,M,3/4/2016,1,1,,,B,2,,,C,2,
6,0049,4,M,3/4/2016,1,1,5,,,2,5,,,2,
6,0050,4,M,3/4/2016,1,1,,,,2,,,C,2,
6,0051,4,M,3/4/2016,1,1,5,,,2,5,,,2,
6,0052,4,M,3/4/2016,1,1,5,,,2,5,,,2,
6,0053,4,M,3/4/2016,1,1,,,A,2,,,B,2,
6,0054,4,M,3/4/2016,1,1,,,B,2,,,A,2,
6,0055,4,M,3/4/2016,1,1,,,A,2,,,B,2,
6,0056,4,M,3/4/2016,1,1,5,,,2,5,,,2,
6,0057,4,M,3/4/2016,1,1,5,,,2,5,,,2,
6,0031,0002,F,3/7/2016,1,1,1,4,,2,5,,,2,
6,0032,0002,F,3/7/2016,1,1,1,4,,2,5,,,2,
6,0033,0002,F,3/7/2016,1,1,5,,,2,5,,,2,
6,0034,0002,F,3/7/2016,1,1,1,4,,2,1,3,,2,
6,0035,0002,F,3/7/2016,1,1,1,4,,2,1,3,,2,
6,0036,0002,M,3/7/2016,1,1,5,,,2,5,,,2,
6,0037,0002,M,3/7/2016,1,1,5,,,2,5,,,2,
6,0038,0002,M,3/7/2016,1,1,1,4,,2,1,4,,2,
6,0039,0002,M,3/7/2016,1,1,1,4,,2,1,4,,2,
6,0040,0002,M,3/7/2016,1,1,1,4,,2,1,3,,2,
6,0041,0002,M,3/7/2016,1,1,5,,,2,5,,,2,
6,0042,0002,M,3/7/2016,1,1,5,,,2,5,,,2,
6,0043,4,F,3/7/2016,1,2,5,,,2,7,,,2,
6,0044,4,F,3/7/2016,1,2,,,F,2,7,,,2,
6,0045,4,F,3/7/2016,1,2,,,A,2,7,,,2,
6,0046,4,M,3/7/2016,1,2,5,,,2,7,,,2,
6,0047,4,M,3/7/2016,1,2,,,A,2,7,,,2,
6,0048,4,M,3/7/2016,1,2,,,C,2,7,,,2,
6,0049,4,M,3/7/2016,1,2,5,,,2,7,,,2,
6,0050,4,M,3/7/2016,1,2,5,,,2,7,,,2,
6,0051,4,M,3/7/2016,1,2,,,E,2,7,,,2,
6,0052,4,M,3/7/2016,1,2,5,,,2,7,,,2,
6,0053,4,M,3/7/2016,1,2,,,C,2,7,,,2,
6,0054,4,M,3/7/2016,1,2,,,A,2,7,,,2,
6,0055,4,M,3/7/2016,1,2,,,C,2,7,,,2,
6,0056,4,M,3/7/2016,1,2,,,B,2,7,,,2,
6,0057,4,M,3/7/2016,1,2,5,,,2,7,,,2,
6,0031,0002,F,42437,1,1,1,4,,2,1,4,,2,
6,0032,0002,F,3/8/2016,1,1,1,4,,2,1,4,,2,
6,0033,0002,F,3/8/2016,1,1,1,4,,2,1,3,,2,
6,0034,0002,F,3/8/2016,1,1,1,4,,2,1,3,,2,
6,0035,0002,F,3/8/2016,1,1,5,,,2,5,,,2,
